timestamp,original_user_message,event_title,user_selected_calendar_name
2025-11-17T23:45:07.432951,Make a perfect learning system,Make a perfect learning system,Projects / Work
2025-11-17T23:45:07.433073,Complete full UI design for EDITH,Complete full UI design for EDITH,Projects / Work
2025-11-17T23:45:07.433198,Weekly Planning,Weekly Planning,Projects / Work
2025-11-17T23:45:07.433322,Make Homepage for EDITH,Make Homepage for EDITH,Projects / Work
2025-11-17T23:45:07.433443,Design and Code Add Question Page for EDITH,Design and Code Add Question Page for EDITH,Projects / Work
2025-11-17T23:45:07.433562,Code Add Question Page for EDITH and Redesign with chapter Feature,Code Add Question Page for EDITH and Redesign with chapter Feature,Projects / Work
2025-11-17T23:45:07.433681,Code Add Question Page for EDITH and Redesign with chapter Feature,Code Add Question Page for EDITH and Redesign with chapter Feature,Projects / Work
2025-11-17T23:45:07.433801,Code EDITH,Code EDITH,Projects / Work
2025-11-17T23:45:07.433919,Learn HTML from W3Schools,Learn HTML from W3Schools,Projects / Work
2025-11-17T23:45:07.434038,Learn HTML from W3Schools,Learn HTML from W3Schools,Projects / Work
2025-11-17T23:45:07.434176,Office + Lunch + Dinner,Office + Lunch + Dinner,Projects / Work
2025-11-17T23:45:07.434299,Office + Lunch + Dinner,Office + Lunch + Dinner,Projects / Work
2025-11-17T23:45:07.434419,Office + Lunch + Dinner,Office + Lunch + Dinner,Projects / Work
2025-11-17T23:45:07.434540,Office + Lunch + Dinner,Office + Lunch + Dinner,Projects / Work
2025-11-17T23:45:07.434664,Office + Lunch + Dinner,Office + Lunch + Dinner,Projects / Work
2025-11-17T23:45:07.434783,Coding + Lunch,Coding + Lunch,Projects / Work
2025-11-17T23:45:07.434917,Coding + Lunch,Coding + Lunch,Projects / Work
2025-11-17T23:45:07.435041,Coding + Lunch,Coding + Lunch,Projects / Work
2025-11-17T23:45:07.435174,Build a Timer App,Build a Timer App,Projects / Work
2025-11-17T23:45:07.435295,Build a Timer App,Build a Timer App,Projects / Work
2025-11-17T23:45:07.435416,Build BT Module Tracker,Build BT Module Tracker,Projects / Work
2025-11-17T23:45:07.435539,Build BT Module Tracker,Build BT Module Tracker,Projects / Work
2025-11-17T23:45:07.435672,Build BT Module Tracker,Build BT Module Tracker,Projects / Work
2025-11-17T23:45:07.435793,Make Basic UI,Make Basic UI,Projects / Work
2025-11-17T23:45:07.435923,Make Add Features,Make Add Features,Projects / Work
2025-11-17T23:45:07.436044,Make Add Features,Make Add Features,Projects / Work
2025-11-17T23:45:07.436184,Watch Ted Talks,Watch Ted Talks,Projects / Work
2025-11-17T23:45:07.436305,Create Excel File and Stuff,Create Excel File and Stuff,Projects / Work
2025-11-17T23:45:07.436449,Make Inorganic Spaced Repetition system ,Make Inorganic Spaced Repetition system ,Projects / Work
2025-11-17T23:45:07.436574,Make Inorganic Spaced Repetition system ,Make Inorganic Spaced Repetition system ,Projects / Work
2025-11-17T23:45:07.436695,Make Inorganic Spaced Repetition system ,Make Inorganic Spaced Repetition system ,Projects / Work
2025-11-17T23:45:07.436815,Learn Astro from Docs,Learn Astro from Docs,Projects / Work
2025-11-17T23:45:07.436934,Make Swadhyay Script,Make Swadhyay Script,Projects / Work
2025-11-17T23:45:07.437065,Try Coding Questions Manager,Try Coding Questions Manager,Projects / Work
2025-11-17T23:45:07.437376,Start Vienna Gambit CH: 3&4,Start Vienna Gambit CH: 3&4,Projects / Work
2025-11-17T23:45:07.437508,Complete Vienna Gambit,Complete Vienna Gambit,Projects / Work
2025-11-17T23:45:07.437631,Learn React Native,Learn React Native,Projects / Work
2025-11-17T23:45:07.437754,Learn from Chessly,Learn from Chessly,Projects / Work
2025-11-17T23:45:08.428146,Reproduction Lecture,Reproduction Lecture,Study Timetable
2025-11-17T23:45:08.428634,Reproduction Lecture,Reproduction Lecture,Study Timetable
2025-11-17T23:45:08.428891,Heridity,Heridity,Study Timetable
2025-11-17T23:45:08.429171,Electricity,Electricity,Study Timetable
2025-11-17T23:45:08.429370,Carbon and Its Compound,Carbon and Its Compound,Study Timetable
2025-11-17T23:45:08.429498,Reproduction Questions,Reproduction Questions,Study Timetable
2025-11-17T23:45:08.429636,Heridity Questions,Heridity Questions,Study Timetable
2025-11-17T23:45:08.429772,Carbon and It's Compounds Questions,Carbon and It's Compounds Questions,Study Timetable
2025-11-17T23:45:08.429895,Electricity Questions,Electricity Questions,Study Timetable
2025-11-17T23:45:08.430021,Carbon and It's Compunds Questions,Carbon and It's Compunds Questions,Study Timetable
2025-11-17T23:45:08.430143,Revision of all chapters,Revision of all chapters,Study Timetable
2025-11-17T23:45:08.430263,Revision of all chapters,Revision of all chapters,Study Timetable
2025-11-17T23:45:08.430383,Ch Learning,Ch Learning,Study Timetable
2025-11-17T23:45:08.430505,Chapter Learning,Chapter Learning,Study Timetable
2025-11-17T23:45:08.430641,Ch Learning,Ch Learning,Study Timetable
2025-11-17T23:45:08.430774,Circles RD sharma,Circles RD sharma,Study Timetable
2025-11-17T23:45:08.430895,Test Paper 1 + Polynomials NCERT,Test Paper 1 + Polynomials NCERT,Study Timetable
2025-11-17T23:45:08.431037,Any 2 Topics of History,Any 2 Topics of History,Study Timetable
2025-11-17T23:45:08.431197,Test Paper 2,Test Paper 2,Study Timetable
2025-11-17T23:45:08.431340,Test Paper 2 ( If not done ) Else start AP NCERT,Test Paper 2 ( If not done ) Else start AP NCERT,Study Timetable
2025-11-17T23:45:08.431459,AP and Coordinate Geometry NCERT,AP and Coordinate Geometry NCERT,Study Timetable
2025-11-17T23:45:08.431579,Any 3 Topics in Science,Any 3 Topics in Science,Study Timetable
2025-11-17T23:45:08.431703,AP NCERT,AP NCERT,Study Timetable
2025-11-17T23:45:08.431837,AP NCERT,AP NCERT,Study Timetable
2025-11-17T23:45:08.432080,AP + Coordinate Geometry NCERT,AP + Coordinate Geometry NCERT,Study Timetable
2025-11-17T23:45:08.434026,Any 2 Topics of Agriculture,Any 2 Topics of Agriculture,Study Timetable
2025-11-17T23:45:08.434223,Print and Culture Video Lecture 🔥,Print and Culture Video Lecture 🔥,Study Timetable
2025-11-17T23:45:08.434364,Print and Culture Video Lecture 🔥,Print and Culture Video Lecture 🔥,Study Timetable
2025-11-17T23:45:08.434494,Maths NCERT,Maths NCERT,Study Timetable
2025-11-17T23:45:08.434614,Nationalism In Europe + Agriculture + Lunch,Nationalism In Europe + Agriculture + Lunch,Study Timetable
2025-11-17T23:45:08.434737,Maths NCERT,Maths NCERT,Study Timetable
2025-11-17T23:45:08.434864,Print and Culture Video Lecture 🔥,Print and Culture Video Lecture 🔥,Study Timetable
2025-11-17T23:45:08.434990,Maths NCERT,Maths NCERT,Study Timetable
2025-11-17T23:45:08.435130,Maths Sums,Maths Sums,Study Timetable
2025-11-17T23:45:08.435278,SSC KI PADHAI,SSC KI PADHAI,Study Timetable
2025-11-17T23:45:08.435428,Padhai,Padhai,Study Timetable
2025-11-17T23:45:08.435545,Padhai,Padhai,Study Timetable
2025-11-17T23:45:08.435665,Exercise,Exercise,Study Timetable
2025-11-17T23:45:08.435792,Sanskrit and AI project,Sanskrit and AI project,Study Timetable
2025-11-17T23:45:08.435912,Print and Culture Lecture 🔥,Print and Culture Lecture 🔥,Study Timetable
2025-11-17T23:45:08.436053,Maths Project,Maths Project,Study Timetable
2025-11-17T23:45:08.436210,Sanskrit + AI Project,Sanskrit + AI Project,Study Timetable
2025-11-17T23:45:08.436352,Projects and Completion,Projects and Completion,Study Timetable
2025-11-17T23:45:08.436470,SSC ki padhai,SSC ki padhai,Study Timetable
2025-11-17T23:45:08.436591,IDP - Completion,IDP - Completion,Study Timetable
2025-11-17T23:45:08.436713,Maths Completion,Maths Completion,Study Timetable
2025-11-17T23:45:08.436846,School Work,School Work,Study Timetable
2025-11-17T23:45:08.436981,"SSC, Science Studying","SSC, Science Studying",Study Timetable
2025-11-17T23:45:08.437100,SSC KI PADHAI ( Irreplacable ),SSC KI PADHAI ( Irreplacable ),Study Timetable
2025-11-17T23:45:08.437237,School Stuff or SSC/SCI KI PADHAI,School Stuff or SSC/SCI KI PADHAI,Study Timetable
2025-11-17T23:45:08.437356,SSC Question Making + Resource and Development,SSC Question Making + Resource and Development,Study Timetable
2025-11-17T23:45:08.437498,Write Questions for Nationalism In Europe and Start Learning the topics,Write Questions for Nationalism In Europe and Start Learning the topics,Study Timetable
2025-11-17T23:45:08.437618,Learn 1 Chapter of Geography using Blurting Method,Learn 1 Chapter of Geography using Blurting Method,Study Timetable
2025-11-17T23:45:08.437755,Write Questions for Life Processes and Control and Coordination. Learn Both Chapters using Blurting Method.,Write Questions for Life Processes and Control and Coordination. Learn Both Chapters using Blurting Method.,Study Timetable
2025-11-17T23:45:08.437892,Solve Surface Area and Volume QnA from RD Sharma,Solve Surface Area and Volume QnA from RD Sharma,Study Timetable
2025-11-17T23:45:08.438024,Complete Nationalism In Europe Full Chapter Active Recall,Complete Nationalism In Europe Full Chapter Active Recall,Study Timetable
2025-11-17T23:45:08.438146,Watch Print and Culture Video Lecture,Watch Print and Culture Video Lecture,Study Timetable
2025-11-17T23:45:08.438264,Complete Nationalism In Europe Full Chapter Active Recall Preparation,Complete Nationalism In Europe Full Chapter Active Recall Preparation,Study Timetable
2025-11-17T23:45:08.438383,Practice Areas Related to Circles from RD Sharma + Lunch,Practice Areas Related to Circles from RD Sharma + Lunch,Study Timetable
2025-11-17T23:45:08.438501,Complete Life Processes and Control and Coordination Active Recall,Complete Life Processes and Control and Coordination Active Recall,Study Timetable
2025-11-17T23:45:08.438619,Complete Agriculture and Water Resources Active Recall,Complete Agriculture and Water Resources Active Recall,Study Timetable
2025-11-17T23:45:08.438758,Complete Minerals and Energy Resources Video Lecture and Questions,Complete Minerals and Energy Resources Video Lecture and Questions,Study Timetable
2025-11-17T23:45:08.438882,Studying Nationalism In Europe,Studying Nationalism In Europe,Study Timetable
2025-11-17T23:45:08.439012,Start filling up science chapters,Start filling up science chapters,Study Timetable
2025-11-17T23:45:08.439151,Practice for maths test,Practice for maths test,Study Timetable
2025-11-17T23:45:08.439276,Complete full Economics ,Complete full Economics ,Study Timetable
2025-11-17T23:45:08.439396,Revise Suchiparyaavaranam and Budhirbalvati Sada,Revise Suchiparyaavaranam and Budhirbalvati Sada,Study Timetable
2025-11-17T23:45:08.439515,Revise Shishulaalanam and Janani Tulyavatsalaa,Revise Shishulaalanam and Janani Tulyavatsalaa,Study Timetable
2025-11-17T23:45:08.439634,Understand and answer questions of Conservatism -> Revolutionaries 1830-1848,Understand and answer questions of Conservatism -> Revolutionaries 1830-1848,Study Timetable
2025-11-17T23:45:08.439753,Revise Sauhardya Prakrutye Shobhah,Revise Sauhardya Prakrutye Shobhah,Study Timetable
2025-11-17T23:45:08.439875,Understand and answer questions of Romatic Imagination -> Revolution of Liberals,Understand and answer questions of Romatic Imagination -> Revolution of Liberals,Study Timetable
2025-11-17T23:45:08.439998,Solve 2 to 3 Chitra Varnan,Solve 2 to 3 Chitra Varnan,Study Timetable
2025-11-17T23:45:08.440115,Revise Vichitra Shakshi and Suktayah,Revise Vichitra Shakshi and Suktayah,Study Timetable
2025-11-17T23:45:08.440233,Revise Anyoktah,Revise Anyoktah,Study Timetable
2025-11-17T23:45:08.440349,"Revise Sandhi, Pratyay, Samay and Avyay","Revise Sandhi, Pratyay, Samay and Avyay",Study Timetable
2025-11-17T23:45:08.440468,"Revise Samaas, Vachya Parivartanam and Sanshodhanam","Revise Samaas, Vachya Parivartanam and Sanshodhanam",Study Timetable
2025-11-17T23:45:08.440601,Revise all sanskrit Tables,Revise all sanskrit Tables,Study Timetable
2025-11-17T23:45:08.440739,Anyokatayah,Anyokatayah,Study Timetable
2025-11-17T23:45:08.440881,Understand and answer questions of First World War to Idea of Satyagrah,Understand and answer questions of First World War to Idea of Satyagrah,Study Timetable
2025-11-17T23:45:08.441073,Understand and answer questions of Rowlatt Act and Why Non Cooperation,Understand and answer questions of Rowlatt Act and Why Non Cooperation,Study Timetable
2025-11-17T23:45:08.441255,Complete Why Non Cooperation,Complete Why Non Cooperation,Study Timetable
2025-11-17T23:45:08.441432,UAQ of Different Strands Within the Movement,UAQ of Different Strands Within the Movement,Study Timetable
2025-11-17T23:45:08.441624,UAQ of Towards Civil Disobedience,UAQ of Towards Civil Disobedience,Study Timetable
2025-11-17T23:45:08.441812,Towards Civil Disobedence and Sense of Collective Belonging,Towards Civil Disobedence and Sense of Collective Belonging,Study Timetable
2025-11-17T23:45:08.442000,Gender Religion and Caste UQ,Gender Religion and Caste UQ,Study Timetable
2025-11-17T23:45:08.442145,UAQ of Manufacturing Industries,UAQ of Manufacturing Industries,Study Timetable
2025-11-17T23:45:08.442269,UQ of Political Parties,UQ of Political Parties,Study Timetable
2025-11-17T23:45:08.442517,Revise Political Parties,Revise Political Parties,Study Timetable
2025-11-17T23:45:08.442994,UAQ of The First Printed Books,UAQ of The First Printed Books,Study Timetable
2025-11-17T23:45:08.443301,UAQ of Print Comes to Europe,UAQ of Print Comes to Europe,Study Timetable
2025-11-17T23:45:08.443802,UAQ of Print Revolution and It's Impact,UAQ of Print Revolution and It's Impact,Study Timetable
2025-11-17T23:45:08.444217,UAQ of The First Printed Books,UAQ of The First Printed Books,Study Timetable
2025-11-17T23:45:08.444497,UAQ of Reading Mania to India and the World of Print,UAQ of Reading Mania to India and the World of Print,Study Timetable
2025-11-17T23:45:08.444706,Complete Print and Culture,Complete Print and Culture,Study Timetable
2025-11-17T23:45:08.445267,Read and Revise all other chapters,Read and Revise all other chapters,Study Timetable
2025-11-17T23:45:08.445535,Complete Full Nationalism In Europe,Complete Full Nationalism In Europe,Study Timetable
2025-11-17T23:45:08.445779,UAQ of How do Organisms Reproduce?,UAQ of How do Organisms Reproduce?,Study Timetable
2025-11-17T23:45:08.446144,UAQ of Heridity,UAQ of Heridity,Study Timetable
2025-11-17T23:45:08.446565,UAQ of Life Processes,UAQ of Life Processes,Study Timetable
2025-11-17T23:45:08.446862,UAQ of Control and coordination,UAQ of Control and coordination,Study Timetable
2025-11-17T23:45:08.447133,Our Environment,Our Environment,Study Timetable
2025-11-17T23:45:08.447427,Chemical Reactions and Equation,Chemical Reactions and Equation,Study Timetable
2025-11-17T23:45:08.447678,Acid Bases and Salts,Acid Bases and Salts,Study Timetable
2025-11-17T23:45:08.447951,Metals and Nonmetals,Metals and Nonmetals,Study Timetable
2025-11-17T23:45:08.448125,Carbon and It's Compunds,Carbon and It's Compunds,Study Timetable
2025-11-17T23:45:08.448350,Light - Reflection and Refraction,Light - Reflection and Refraction,Study Timetable
2025-11-17T23:45:08.448547,Electricity,Electricity,Study Timetable
2025-11-17T23:45:08.448703,Magnetic Effects of Electric Current + Human Eye and the Colourful World,Magnetic Effects of Electric Current + Human Eye and the Colourful World,Study Timetable
2025-11-17T23:45:08.448861,Solve Areas Related to Circles from RD Sharma,Solve Areas Related to Circles from RD Sharma,Study Timetable
2025-11-17T23:45:08.449021,Write Swadhyay Gita Prasad Mitye Vishaad,Write Swadhyay Gita Prasad Mitye Vishaad,Study Timetable
2025-11-17T23:45:08.449458,Solve Trigonometery from RD Sharma,Solve Trigonometery from RD Sharma,Study Timetable
2025-11-17T23:45:08.449657,Solve 3 Analytical Paragraphs,Solve 3 Analytical Paragraphs,Study Timetable
2025-11-17T23:45:08.449798,Read and go through workbook for 3-4 chapter,Read and go through workbook for 3-4 chapter,Study Timetable
2025-11-17T23:45:08.449960,"Read CH-1, CH-2,CH-3,CH-4 from Footprints without Feet","Read CH-1, CH-2,CH-3,CH-4 from Footprints without Feet",Study Timetable
2025-11-17T23:45:08.450104,"Read CH-5, CH-6, CH-7, CH-9 from Footprints without Feet","Read CH-5, CH-6, CH-7, CH-9 from Footprints without Feet",Study Timetable
2025-11-17T23:45:08.450250,"Read CH-1, CH-2, CH-3 from First Flight","Read CH-1, CH-2, CH-3 from First Flight",Study Timetable
2025-11-17T23:45:08.450379,"Read CH-4, CH-5, CH-6 from First Flight","Read CH-4, CH-5, CH-6 from First Flight",Study Timetable
2025-11-17T23:45:08.450503,Read CH-10 from Footprints without Feet and CH-7 from First Flight,Read CH-10 from Footprints without Feet and CH-7 from First Flight,Study Timetable
2025-11-17T23:45:08.450640,Read CH-8 from First Flight,Read CH-8 from First Flight,Study Timetable
2025-11-17T23:45:08.450764,Read CH-9 from First Flight,Read CH-9 from First Flight,Study Timetable
2025-11-17T23:45:08.450898,Revise Grammar,Revise Grammar,Study Timetable
2025-11-17T23:45:08.451043,Read Data Science ,Read Data Science ,Study Timetable
2025-11-17T23:45:08.451167,Introduction to AI,Introduction to AI,Study Timetable
2025-11-17T23:45:08.451304,Computer Vision,Computer Vision,Study Timetable
2025-11-17T23:45:08.451447,"PART-B: 5, 6, 7","PART-B: 5, 6, 7",Study Timetable
2025-11-17T23:45:08.451583,Surface Are and Volume,Surface Are and Volume,Study Timetable
2025-11-17T23:45:08.451720,Statistics,Statistics,Study Timetable
2025-11-17T23:45:08.451860,Areas Related to Circles,Areas Related to Circles,Study Timetable
2025-11-17T23:45:08.451994,Triangles,Triangles,Study Timetable
2025-11-17T23:45:08.452113,Circles and Arithmetic Progressions,Circles and Arithmetic Progressions,Study Timetable
2025-11-17T23:45:08.452248,Revise Maths Full Syllabus,Revise Maths Full Syllabus,Study Timetable
2025-11-17T23:45:08.452366,Solve Sample Question Paper by CBSE,Solve Sample Question Paper by CBSE,Study Timetable
2025-11-17T23:45:08.452484,Write Questions for Print and Culture,Write Questions for Print and Culture,Study Timetable
2025-11-17T23:45:08.452640,Lunch + UAQ of Mineral and Energy Resources,Lunch + UAQ of Mineral and Energy Resources,Study Timetable
2025-11-17T23:45:08.452767,Add questions to heredity,Add questions to heredity,Study Timetable
2025-11-17T23:45:08.452887,Recall Life Process,Recall Life Process,Study Timetable
2025-11-17T23:45:08.453007,UAQ of Minerals and Energy resources,UAQ of Minerals and Energy resources,Study Timetable
2025-11-17T23:45:08.453133,Solve HOTS and LOTS of Quadratic Equations ,Solve HOTS and LOTS of Quadratic Equations ,Study Timetable
2025-11-17T23:45:08.453302,Study Time,Study Time,Study Timetable
2025-11-17T23:45:08.453423,Study Time,Study Time,Study Timetable
2025-11-17T23:45:08.453542,Solve Sanskrit All In One,Solve Sanskrit All In One,Study Timetable
2025-11-17T23:45:08.453660,UAQ of Print and Culture,UAQ of Print and Culture,Study Timetable
2025-11-17T23:45:08.453778,UAQ of How do Organisms Reproduce. ,UAQ of How do Organisms Reproduce. ,Study Timetable
2025-11-17T23:45:08.453896,UAQ of Gender Religion and Caste,UAQ of Gender Religion and Caste,Study Timetable
2025-11-17T23:45:08.454012,UAQ of Metals and Non Metals,UAQ of Metals and Non Metals,Study Timetable
2025-11-17T23:45:08.454130,Solve Surface Area and Volume ,Solve Surface Area and Volume ,Study Timetable
2025-11-17T23:45:08.454247,UAQ of Print and Culture,UAQ of Print and Culture,Study Timetable
2025-11-17T23:45:08.454365,Question Making of Political Parties,Question Making of Political Parties,Study Timetable
2025-11-17T23:45:08.454488,Understand and Answering of Political Parties,Understand and Answering of Political Parties,Study Timetable
2025-11-17T23:45:08.454605,Question Making of Heridity,Question Making of Heridity,Study Timetable
2025-11-17T23:45:08.454722,Understandng and Answering Heridity,Understandng and Answering Heridity,Study Timetable
2025-11-17T23:45:08.454845,Question Making of Manufacturing Industries,Question Making of Manufacturing Industries,Study Timetable
2025-11-17T23:45:08.454963,Answering Mineral and Energy Resources,Answering Mineral and Energy Resources,Study Timetable
2025-11-17T23:45:08.455080,Answering Manufacturing Industries,Answering Manufacturing Industries,Study Timetable
2025-11-17T23:45:08.455208,Solve Surface Area and Volume Questions from RD Sharma,Solve Surface Area and Volume Questions from RD Sharma,Study Timetable
2025-11-17T23:45:08.455327,UAQ of Minerals and Energy Resources,UAQ of Minerals and Energy Resources,Study Timetable
2025-11-17T23:45:08.455464,Surface Area and Volume,Surface Area and Volume,Study Timetable
2025-11-17T23:45:08.455602,Understand and Answering Manufacturing Industries,Understand and Answering Manufacturing Industries,Study Timetable
2025-11-17T23:45:08.455724,UAQ of Making of the Global World,UAQ of Making of the Global World,Study Timetable
2025-11-17T23:45:08.455859,UAQ of Political Parties,UAQ of Political Parties,Study Timetable
2025-11-17T23:45:08.455995,Complete Leftovers Topics and Reading books,Complete Leftovers Topics and Reading books,Study Timetable
2025-11-17T23:45:08.456129,Answering Questions of All Science Chapters,Answering Questions of All Science Chapters,Study Timetable
2025-11-17T23:45:08.456264,Go through all the questions in science,Go through all the questions in science,Study Timetable
2025-11-17T23:45:08.456396,Make Questions for Nationalism In India,Make Questions for Nationalism In India,Study Timetable
2025-11-17T23:45:08.456514,Answering the Questions of Nationalism In India,Answering the Questions of Nationalism In India,Study Timetable
2025-11-17T23:45:08.456637,Answering Questions of Resource and Development,Answering Questions of Resource and Development,Study Timetable
2025-11-17T23:45:08.456756,UAQ of Outcomes of Democracy,UAQ of Outcomes of Democracy,Study Timetable
2025-11-17T23:45:08.456874,Test Summary / Leftover Topics,Test Summary / Leftover Topics,Study Timetable
2025-11-17T23:45:08.456992,Question Making of Agriculture,Question Making of Agriculture,Study Timetable
2025-11-17T23:45:08.457125,Understanding and Answering Agriculture,Understanding and Answering Agriculture,Study Timetable
2025-11-17T23:45:08.457247,Answering Life Processes,Answering Life Processes,Study Timetable
2025-11-17T23:45:08.457366,Agriculture Map Revision,Agriculture Map Revision,Study Timetable
2025-11-17T23:45:08.457483,Answering Question of Gender Religion and Caste + Understanding the Answers,Answering Question of Gender Religion and Caste + Understanding the Answers,Study Timetable
2025-11-17T23:45:08.457603,UAQ of Money and Credit,UAQ of Money and Credit,Study Timetable
2025-11-17T23:45:08.457760,Question Making for Metals and Non metals and Carbon and It's Compounds,Question Making for Metals and Non metals and Carbon and It's Compounds,Study Timetable
2025-11-17T23:45:08.457889,Question making for Nationalism In Europe,Question making for Nationalism In Europe,Study Timetable
2025-11-17T23:45:08.458011,First 20 Questions in Nationalism In Europe,First 20 Questions in Nationalism In Europe,Study Timetable
2025-11-17T23:45:08.458133,Rest all Quesions in Nationalism In Europe,Rest all Quesions in Nationalism In Europe,Study Timetable
2025-11-17T23:45:08.458271,Science Sample Paper,Science Sample Paper,Study Timetable
2025-11-17T23:45:08.458424,Answering Questions of Forest and Wildlife Resources,Answering Questions of Forest and Wildlife Resources,Study Timetable
2025-11-17T23:45:08.458548,Answer Questions from Water Resources,Answer Questions from Water Resources,Study Timetable
2025-11-17T23:45:08.458667,Revise all difficult questions from Tuition notebook,Revise all difficult questions from Tuition notebook,Study Timetable
2025-11-17T23:45:08.458786,Revise all difficult questions from R.D Sharma,Revise all difficult questions from R.D Sharma,Study Timetable
2025-11-17T23:45:08.458905,Question Making for Power Sharing,Question Making for Power Sharing,Study Timetable
2025-11-17T23:45:08.459027,Question Making for Sectors of Indian Economy,Question Making for Sectors of Indian Economy,Study Timetable
2025-11-17T23:45:08.459147,Answer Questions from Power Sharing,Answer Questions from Power Sharing,Study Timetable
2025-11-17T23:45:08.459267,Answer Questions from Sectors of Indian Economy,Answer Questions from Sectors of Indian Economy,Study Timetable
2025-11-17T23:45:08.459386,20 Questions from print and culture,20 Questions from print and culture,Study Timetable
2025-11-17T23:45:08.459504,20 Questions from print and culture,20 Questions from print and culture,Study Timetable
2025-11-17T23:45:08.459623,10 Questions from print and culture,10 Questions from print and culture,Study Timetable
2025-11-17T23:45:08.459757,Make questions for Federalism,Make questions for Federalism,Study Timetable
2025-11-17T23:45:08.459876,Answer all questions from Federalism,Answer all questions from Federalism,Study Timetable
2025-11-17T23:45:08.460017,Make questions for Development,Make questions for Development,Study Timetable
2025-11-17T23:45:08.460157,Answer all questions from Development,Answer all questions from Development,Study Timetable
2025-11-17T23:45:08.460286,Revise Control and Coordination,Revise Control and Coordination,Study Timetable
2025-11-17T23:45:08.460406,Question making for Globalisation,Question making for Globalisation,Study Timetable
2025-11-17T23:45:08.460538,Answering questions from Globalisation,Answering questions from Globalisation,Study Timetable
2025-11-17T23:45:08.460661,Question making for Forest and Wildlife Resources,Question making for Forest and Wildlife Resources,Study Timetable
2025-11-17T23:45:08.460789,Answering questions from Forest and Wildlife Resources,Answering questions from Forest and Wildlife Resources,Study Timetable
2025-11-17T23:45:08.460909,Solve R.D.Sharma questions for Quadratic equations,Solve R.D.Sharma questions for Quadratic equations,Study Timetable
2025-11-17T23:45:08.461028,Recall Print and Culture & Development,Recall Print and Culture & Development,Study Timetable
2025-11-17T23:45:08.461172,Revise Control and Coordination,Revise Control and Coordination,Study Timetable
2025-11-17T23:45:08.461311,Planning for this week and next 15 days,Planning for this week and next 15 days,Study Timetable
2025-11-17T23:45:08.461433,Recall Print and Culture,Recall Print and Culture,Study Timetable
2025-11-17T23:45:08.461552,Solve 10 to 15 Maths Questions,Solve 10 to 15 Maths Questions,Study Timetable
2025-11-17T23:45:08.461671,Recall Print and Culture,Recall Print and Culture,Study Timetable
2025-11-17T23:45:08.461794,Solve Sanskrit Questions,Solve Sanskrit Questions,Study Timetable
2025-11-17T23:45:08.461913,Recall Metals and Non Metals,Recall Metals and Non Metals,Study Timetable
2025-11-17T23:45:08.462053,Recall Human Eye and the Colourful World,Recall Human Eye and the Colourful World,Study Timetable
2025-11-17T23:45:08.462223,Recall Mineral and Energy Resources,Recall Mineral and Energy Resources,Study Timetable
2025-11-17T23:45:08.462353,Recall Print and Culture,Recall Print and Culture,Study Timetable
2025-11-17T23:45:08.462474,English Analytical Paragraph Writing,English Analytical Paragraph Writing,Study Timetable
2025-11-17T23:45:08.462596,Solve 10 to 15 Maths Questions from Arithmetic Progression,Solve 10 to 15 Maths Questions from Arithmetic Progression,Study Timetable
2025-11-17T23:45:08.462718,Recall Gender Religion and Caste,Recall Gender Religion and Caste,Study Timetable
2025-11-17T23:45:08.462837,Solve Sanskrit Pratyay,Solve Sanskrit Pratyay,Study Timetable
2025-11-17T23:45:08.462955,Practice English Analytical Paragraph,Practice English Analytical Paragraph,Study Timetable
2025-11-17T23:45:08.463074,Recall Print and Culture,Recall Print and Culture,Study Timetable
2025-11-17T23:45:08.463194,Recall Mineral and Energy Resources,Recall Mineral and Energy Resources,Study Timetable
2025-11-17T23:45:08.463313,Recall Manufacturing Industries,Recall Manufacturing Industries,Study Timetable
2025-11-17T23:45:08.463441,Recall Nationalism In Europe,Recall Nationalism In Europe,Study Timetable
2025-11-17T23:45:08.463566,Compensation ,Compensation ,Study Timetable
2025-11-17T23:45:08.463685,Recall Manufacturing Industries,Recall Manufacturing Industries,Study Timetable
2025-11-17T23:45:08.463804,Complete Sanskrit Pratyay,Complete Sanskrit Pratyay,Study Timetable
2025-11-17T23:45:08.463923,Read 3 Chapters from First Flight,Read 3 Chapters from First Flight,Study Timetable
2025-11-17T23:45:08.464045,Recall Nationalism In India,Recall Nationalism In India,Study Timetable
2025-11-17T23:45:08.464179,Solve 10 to 15 Maths Questions from Trigonometery,Solve 10 to 15 Maths Questions from Trigonometery,Study Timetable
2025-11-17T23:45:08.464302,Recall Life Processes,Recall Life Processes,Study Timetable
2025-11-17T23:45:08.464421,Recall Control and Coordination,Recall Control and Coordination,Study Timetable
2025-11-17T23:45:08.464539,Recall Federalism,Recall Federalism,Study Timetable
2025-11-17T23:45:08.464677,Recall Mondey and Credit,Recall Mondey and Credit,Study Timetable
2025-11-17T23:45:08.464796,Recall Mineral and Energy Resources,Recall Mineral and Energy Resources,Study Timetable
2025-11-17T23:45:08.464914,Solve 10 to 15 Maths Questions from Trigonometery,Solve 10 to 15 Maths Questions from Trigonometery,Study Timetable
2025-11-17T23:45:08.465045,Complete Pratyay and Vachya Parivartanam 7 Questions,Complete Pratyay and Vachya Parivartanam 7 Questions,Study Timetable
2025-11-17T23:45:08.465164,Recall Political Parties,Recall Political Parties,Study Timetable
